Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Computer Science,0.0,0.0,113.0,164,170,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,110.0,149,170,4.0,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,114.0,152,170,4.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,112.0,159,170,3.0,3.3,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,110.0,150,167,3.5,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,95.0,142,139,3.5,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,10.0,3.0,112.0,155,170,5.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,117.0,160,166,3.5,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,113.0,158,166,4.5,3.36,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,30.0,104.0,155,165,3.5,3.2,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,105.0,147,170,3.5,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,112.0,155,170,4.0,3.2,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,105.0,147,170,3.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,108.0,155,166,4.0,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,104.21251509054326,151,170,4.0,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,116.0,157,170,4.5,3.9,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,7.0,112.0,154,168,4.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical and Computer Engineering,0.0,0.0,109.0,162,165,3.0,3.07,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,104.21251509054326,146,160,3.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,17.0,108.0,149,157,4.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,1.0,3.0,107.0,151,161,4.0,3.78,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,97.0,145,170,3.5,3.81,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,103.0,152,170,3.0,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,98.0,148,170,3.0,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,119.0,152,170,4.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,117.0,170,159,3.5,3.87,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,110.0,155,170,3.5,3.78,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,115.0,151,170,4.0,3.0,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,24.0,104.21251509054326,156,167,4.0,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,103.0,155,161,3.5,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,105.0,140,170,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,24.0,111.0,163,167,4.0,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,116.0,163,167,5.5,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,100.0,147,170,3.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,115.0,146,170,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,12.0,115.0,146,170,4.5,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,36.0,105.0,155,168,3.5,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,112.0,152,157,3.5,3.78,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,117.0,154,170,6.0,3.3,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,99.0,143,170,3.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,109.0,157,168,3.0,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,116.0,162,170,4.5,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,114.0,166,161,4.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,110.0,151,170,3.5,3.14,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,115.0,150,170,3.0,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,104.21251509054326,147,169,3.0,3.3,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,108.0,161,165,3.5,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,27.0,107.0,155,161,4.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,110.0,151,170,6.0,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,112.0,144,170,4.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,112.0,151,170,4.0,3.71,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,109.0,161,169,4.0,3.81,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,36.0,104.21251509054326,162,167,5.0,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,112.0,153,170,4.0,2.95,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,24.0,108.0,158,170,3.5,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,116.0,151,170,4.0,3.17,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,46.0,113.0,162,168,4.0,3.23,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,6.0,109.0,154,160,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,109.0,142,170,3.0,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,95.0,147,170,3.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,105.0,155,165,4.0,3.42,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,101.0,153,170,4.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,107.0,154,165,3.5,2.95,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,31.0,107.0,148,161,3.0,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,92.0,106.0,152,158,3.5,2.6,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,97.0,146,170,3.5,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,104.21251509054326,151,170,5.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,91.0,145,170,3.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,1.0,113.0,157,167,5.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,8.0,103.0,148,163,4.0,2.95,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,2.0,95.0,148,162,3.5,3.33,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,104.0,155,170,3.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,16.0,104.0,149,159,3.0,3.71,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,104.0,147,170,3.0,3.33,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,101.0,150,170,3.5,3.23,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,111.0,142,170,4.5,3.14,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,111.0,152,170,3.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,111.0,152,158,3.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical and Computer Engineering,0.0,0.0,105.0,165,166,4.0,3.23,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,106.0,152,164,3.5,3.94,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,105.0,152,170,3.5,3.81,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,93.0,147,169,3.5,3.17,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,108.0,151,170,3.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,114.0,163,165,5.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,104.0,158,168,3.0,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,36.0,48.0,98.0,141,167,3.0,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,111.0,155,170,3.5,3.78,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,111.0,146,170,3.0,3.2,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,110.0,154,164,3.0,3.42,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,24.0,108.0,159,163,3.0,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,114.0,159,169,4.5,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,104.21251509054326,152,170,4.5,3.2,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,113.0,151,170,4.5,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,4.0,146,170,4.0,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,105.0,155,170,4.0,3.68,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,105.0,144,170,3.0,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,2.0,109.0,160,159,3.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,101.0,155,169,4.0,3.84,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,107.0,147,170,3.0,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,26.0,98.0,152,163,4.0,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,104.21251509054326,153,170,5.5,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,100.0,150,166,4.0,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,93.0,153,170,3.0,3.23,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,104.21251509054326,145,170,5.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,117.0,163,170,4.0,3.04,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,106.0,148,170,3.5,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,114.0,151,170,3.5,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,118.0,164,169,4.5,3.65,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,117.0,158,170,4.5,3.97,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,99.0,154,170,3.5,3.3,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,105.0,155,164,3.5,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,12.0,6.0,105.0,158,170,4.0,3.9,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,114.0,156,165,3.0,3.78,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,118.0,153,170,4.5,2.7,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,111.0,147,170,4.0,3.39,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,116.0,162,167,4.5,3.36,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,114.0,149,169,4.0,3.17,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,104.0,154,170,4.0,3.71,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,105.0,149,170,3.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,114.0,154,170,5.0,3.94,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,14.0,111.0,152,167,3.0,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,107.0,161,166,4.5,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Civil Engineering,0.0,0.0,104.0,153,170,3.5,3.3,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,117.0,161,159,4.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,31.0,95.0,148,155,3.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,108.0,144,170,5.0,3.17,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,105.0,162,168,5.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,115.0,156,170,4.0,3.87,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,118.0,160,161,5.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,97.0,148,168,3.5,3.62,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,113.0,161,170,4.0,3.49,Virginia Polytechnic Institute and State University (Virginia Tech)
Statistics,0.0,0.0,110.0,165,166,3.5,3.17,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,119.0,169,166,4.5,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,115.0,156,170,4.0,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,0.0,115.0,153,170,5.0,2.9,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical Engineering,0.0,0.0,116.0,157,170,4.5,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,108.0,148,170,4.5,3.1,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,114.0,147,170,3.5,3.87,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,107.0,144,170,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,104.0,151,170,3.0,3.46,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,114.0,163,168,4.0,3.36,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,113.0,147,170,4.0,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical and Computer Engineering,0.0,0.0,103.0,151,170,3.0,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,107.0,150,169,4.0,3.2,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,0.0,105.0,152,163,3.5,3.58,Virginia Polytechnic Institute and State University (Virginia Tech)
Electrical and Computer Engineering,0.0,0.0,115.0,150,162,3.5,3.84,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,106.0,153,170,6.0,3.55,Virginia Polytechnic Institute and State University (Virginia Tech)
Industrial Engineering,0.0,2.0,111.0,152,164,4.0,3.52,Virginia Polytechnic Institute and State University (Virginia Tech)
Electronics and Communication,0.0,0.0,108.0,147,170,3.5,3.26,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,20.0,110.0,154,170,3.5,3.36,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,0.0,20.0,107.0,155,167,4.0,3.81,Virginia Polytechnic Institute and State University (Virginia Tech)
Mechanical Engineering,7.0,24.0,112.0,156,165,4.0,3.74,Virginia Polytechnic Institute and State University (Virginia Tech)
Computer Science,0.0,0.0,106.0,157,165,3.5,3.36,Virginia Polytechnic Institute and State University (Virginia Tech)
